,company_name,company_brand,company_halal_status,company_address,city,state,halal_expiry_date,company_info_url,category,subcategory,scraped_at,restaurant_name
3460,TRINIDAD HOTEL KUANTAN SDN BHD,SHAHZAN HOTEL KUANTAN,Halal,"SHAHZAN HOTEL KUANTAN Lot Pt 240,  Jalan Bukit Ubi / Jalan Masjid  25000, Kuantan Pahang",Kuantan,Pahang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20200314-083925&type=P,PE,PE,2024-12-30 11:17:10.368992,COLD KITCHEN
3461,TRINIDAD HOTEL KUANTAN SDN BHD,SHAHZAN HOTEL KUANTAN,Halal,"SHAHZAN HOTEL KUANTAN Lot Pt 240,  Jalan Bukit Ubi / Jalan Masjid  25000, Kuantan Pahang",Kuantan,Pahang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20200314-083925&type=P,PE,PE,2024-12-30 11:17:10.369153,PEKAN DELI
3462,TRINIDAD HOTEL KUANTAN SDN BHD,SHAHZAN HOTEL KUANTAN,Halal,"SHAHZAN HOTEL KUANTAN Lot Pt 240,  Jalan Bukit Ubi / Jalan Masjid  25000, Kuantan Pahang",Kuantan,Pahang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20200314-083925&type=P,PE,PE,2024-12-30 11:17:10.369307,PUTERI TEJA CAFE
3463,UDA ANCASA SDN BHD,,Halal,"TINGKAT 1, NO 2670 JALAN PEKAN-KUANTAN  26600, Pekan Pahang",Kuantan,Pahang,31/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20150112-111015&type=P,PE,PE,2024-12-30 11:17:10.369453,BANQUET KITCHEN 
3464,UDA ANCASA SDN BHD,,Halal,"TINGKAT 1  NO 2670 JALAN PEKAN-KUANTAN  26600, Pekan Pahang",Kuantan,Pahang,31/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20150112-111015&type=P,PE,PE,2024-12-30 11:17:10.369595,COLD KITCHEN 
3465,UDA ANCASA SDN BHD,,Halal,"TINGKAT 1, NO 2670 JALAN PEKAN-KUANTAN  26600, Pekan Pahang",Kuantan,Pahang,31/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20150112-111015&type=P,PE,PE,2024-12-30 11:17:10.369739,PASTRY KITCHEN 
3466,UDA ANCASA SDN BHD,,Halal,"TINGKAT 1, NO 2670 JALAN PEKAN-KUANTAN  26600, Pekan Pahang",Kuantan,Pahang,31/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20150112-111015&type=P,PE,PE,2024-12-30 11:17:10.369883,SAFFRON KITCHEN & COFFEE HOUSE 
3467,UNIT DIETETIK & SAJIAN HOSPITAL KUALA LIPIS,JABATAN DIETETIK DAN SAJIAN,Halal,"HOSPITAL KUALA LIPIS,  27200, Kuala Lipis Pahang",Kuala Lipis,Pahang,15/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20150705-201907&type=P,PE,PE,2024-12-30 11:17:10.370045,JABATAN DIETETIK DAN SAJIAN
3468,UNIT DIETETIK DAN SAJIAN HOSPITAL BERA,DAPUR UNIT DIETETIK DAN SAJIAN HOSPITAL BERA,Halal,"HOSPITAL BERA Jalan Majlis 28200, Bera Pahang",Dan Lain-lain (dll),Pahang,31/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20231003-174812&type=P,PE,PE,2024-12-30 11:17:10.370193,DAPUR UNIT DIETETIK DAN SAJIAN
3469,UNIT DIETETIK DAN SAJIAN HOSPITAL PEKAN,PREMIS MAKANAN,Halal,"HOSPITAL PEKAN, Jalan Batu Balik 26600, Pekan Pahang",Pekan,Pahang,15/06/2026,directory/slm_viewdetail.php?comp_code=COMP-20150707-030450&type=P,PE,PE,2024-12-30 11:17:10.370348,UNIT DIETETIK DAN SAJIAN HOSPITAL PEKAN
3470,UNIT SAJIAN HOSPITAL JERANTUT,UNIT SAJIAN HOSPITAL JERANTUT,Halal,"UNIT SAJIAN HOSPITAL JERANTUT 27000, Jerantut Pahang",Jerantut,Pahang,15/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20150413-104815&type=P,PE,PE,2024-12-30 11:17:10.370504,UNIT SAJIAN HOSPITAL JERANTUT
3471,UNIT SAJIAN HOSPITAL ROMPIN,"UNIT DIETETIK & SAJIAN, HOSPITAL ROMPIN",Halal,"JALAN KAMPUNG KOLAM, KUALA ROMPIN 26800, Rompin Pahang",Dan Lain-lain (dll),Pahang,15/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20150706-042729&type=P,PE,PE,2024-12-30 11:17:11.490567,UNIT DIETETIK & SAJIAN HOSPITAL ROMPIN
3472,VILLEA ROMPIN BERHAD,,Halal,"VILLEA ROMPIN BERHAD KAMPUNG LANJUT 26800, Rompin Pahang",Dan Lain-lain (dll),Pahang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20170905-111200&type=P,PE,PE,2024-12-30 11:17:11.490739,BANQUET KITCHEN
3473,VILLEA ROMPIN BERHAD,,Halal,"VILLEA ROMPIN BERHAD KAMPUNG LANJUT 26800, Rompin Pahang",Dan Lain-lain (dll),Pahang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20170905-111200&type=P,PE,PE,2024-12-30 11:17:11.490887,CAFE STRADA
3474,VILLEA ROMPIN BERHAD,,Halal,"VILLEA ROMPIN BERHAD KAMPUNG LANJUT 26800, Rompin Pahang",Dan Lain-lain (dll),Pahang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20170905-111200&type=P,PE,PE,2024-12-30 11:17:11.491036,PASTRY KITCHEN
3475,VILLEA ROMPIN BERHAD,,Halal,"VILLEA ROMPIN BERHAD KAMPUNG LANJUT 26800, Rompin Pahang",Dan Lain-lain (dll),Pahang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20170905-111200&type=P,PE,PE,2024-12-30 11:17:11.491179,PEGAGA RESTAURANT
3476,WAN SAAIDAH CORNER,,Halal,"RSA NO 8, TEMERLOH TIMUR lebuhraya pantai timur 28000, Temerloh Pahang",Temerloh,Pahang,15/08/2026,directory/slm_viewdetail.php?comp_code=COMP-20130627-094021&type=P,PE,PE,2024-12-30 11:17:11.491341,WAN SAAIDAH CORNER
3477,YBS AGRO PREMIERE SDN BHD ,ABANG STRAWBERRY,Halal,"ABANG STRAWBERRY No. 27, Kampung Taman Sedia, Tanah Rata, 39000, Cameron Highlands Pahang",Dan Lain-lain (dll),Pahang,31/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20150414-115859&type=P,PE,PE,2024-12-30 11:17:11.491488,200 SEEDS CAFE
3478,ZACKS CORNER,ZACKS CORNER ( CATERING ),Halal,"B-11, BENGKEL IKS BERKEMBAR 11/2, LORONG KEMPADANG PERDANA 46 25150, Kuantan Pahang",Kuantan,Pahang,30/09/2026,directory/slm_viewdetail.php?comp_code=COMP-20211127-004821&type=P,PE,PE,2024-12-30 11:17:11.491630,ZACK CORNER
3479,ZACKS CORNER,,Halal,"KAMPUS MAAHAD TAHFIZ NEGERI PAHANG  JALAN TANJUNG LUMPUR 26060, Kuantan Pahang",Kuantan,Pahang,30/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20211127-004821&type=P,PE,PE,2024-12-30 11:17:11.491788,ZACKS CORNER
3480,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO A23 GROUND FLOOR LORONG BALOK DARAT 13 26100, Kuantan Pahang",Kuantan,Pahang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.491934,ZUS COFFEE BALOK
3481,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"TT6, TINGKAT BAWAH, JALAN DULANG 1  BANDAR BARU JERANTUT 27000, Jerantut Pahang",Jerantut,Pahang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.492083,ZUS COFFEE BANDAR BARU JERANTUT
3482,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO.131, GROUND FLOOR JALAN MELATI 28400, Temerloh Pahang",Temerloh,Pahang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.492231,ZUS COFFEE BANDAR MENTAKAB
3483,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"29, JALAN LOKE YEW, 28700, Bentong Pahang",Bentong,Pahang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.492369,ZUS COFFEE BENTONG
3484,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"LOT 10759, BATU 18  JALAN GAMBANG 26300, Kuantan Pahang",Kuantan,Pahang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.492521,ZUS COFFEE CALTEX SIMPANG GAMBANG
3485,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"A-G-11,  PRESINT 1 CAMERON CENTRUM, CAMERON HIGHLANDS 39100, Cameron Highlands Pahang",Dan Lain-lain (dll),Pahang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.492671,ZUS COFFEE CAMERON CENTRUM
3486,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"A-G-11,  PRESINT 1 CAMERON CENTRUM, BRINCHANG, 39100, Cameron Highlands Pahang",Dan Lain-lain (dll),Pahang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.492802,ZUS COFFEE CAMERON CENTRUM
3487,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"L2-39 2ND FLOOR EAST COAST MALL JALAN PUTRA SQUARE 6, PUTRA SQUARE 25200, Kuantan Pahang",Kuantan,Pahang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.492930,ZUS COFFEE EAST COAST MALL
3488,FIRST WORLD ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"LOT NO. T2A-KO3, LEVEL 2 FIRST WORLD PLAZA GENTING HIGHLANDS RESORT  69000, Bentong Pahang",Bentong,Pahang,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.493076,ZUS COFFEE GENTING 1 
3489,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"GENTING XINTIANDI SALES GALLERY,  LOT 10363 , GENTING PERMAI 69000, Bentong Pahang",Bentong,Pahang,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.493205,ZUS COFFEE GENTING XINTIANDI SALES GALLERY
3490,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"B4-G, JALAN IM 7/5,  BANDAR INDERA MAHKOTA 25200, Kuantan Pahang",Kuantan,Pahang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:11.493342,ZUS COFFEE INDERA MAHKOTA
3491,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO B4-9, JALAN IM 7/5,  BANDAR INDERA MAHKOTA 7 25200, Kuantan Pahang",Kuantan,Pahang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.575527,"ZUS COFFEE INDERA MAHKOTA 7, KUANTAN"
3492,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO. 53, JALAN AHMAD SHAH 1, PUSAT KOMERSIAL TEMERLOH 28000, Temerloh Pahang",Temerloh,Pahang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.575700,"ZUS COFFEE JALAN AHMAD SHAH 1, TEMERLOH"
3493,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"B-298 (GROUND FLOOR), JALAN BESERAH 25300, Kuantan Pahang",Kuantan,Pahang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.575849,ZUS COFFEE JALAN BESERAH
3494,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO B-298 GROUND FLOOR  JALAN BESERAH 25300, Kuantan Pahang",Kuantan,Pahang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.576009,"ZUS COFFEE JALAN BESERAH, KUANTAN"
3495,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO. 29,  JALAN LOKE YEW, 28700, Bentong Pahang",Bentong,Pahang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.576163,"ZUS COFFEE JALAN LOKE YEW, BENTONG"
3496,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"K-08 (GROUND FLOOR), BANDAR TUN ABDUL RAZAK 26400, Maran Pahang",Dan Lain-lain (dll),Pahang,31/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.576310,ZUS COFFEE JENGKA
3497,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO.13 PUSAT PERNIAGAAN BARRY PUSAT PERNIAGAAN BARRY 27200, Kuala Lipis Pahang",Kuala Lipis,Pahang,15/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.576461,ZUS COFFEE KUALALIPIS PP BARRY
3498,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO 28, GROUND FLOOR, PUSAT PERNIAGAAN RAUB, 27600, Raub Pahang",Raub,Pahang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.576621,"ZUS COFFEE PUSAT PERNIAGAAN RAUB, PAHANG"
3499,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO 28 (GROUND FLOOR), PUSAT PERNIAGAAN RAUB, PUSAT PERNIAGAAN RAUB, 27600, Raub Pahang",Raub,Pahang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.576769,ZUS COFFEE RAUB
3500,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"LOT NO. T2A-39A & 40 OF LEVEL T2A  SKY AVENUE GENTING HIGHLANDS RESORT 69000, Bentong Pahang",Bentong,Pahang,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.576916,ZUS COFFEE SKYAVENUE
3501,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO.25-G, JALAN PMS3 1/1,TAMAN  PERINDUSTRIAN MUADZAM SHAH 3, 26700, Rompin Pahang",Dan Lain-lain (dll),Pahang,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.577061,"ZUS COFFEE TAMAN PERINDUSTRIAN, MUADZAM SHAH"
3502,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO B-4 , LORONG PANDAN DAMAI 2/4, TAMAN PANDAN DAMAI, 25150, Kuantan Pahang",Kuantan,Pahang,31/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.577208,ZUS COFFEE TAMAN TAS
3503,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO 53 (GROUND FLOOR), JALAN AHMAD SHAH 1, PUSAT KOMERSIL, 28000, Temerloh Pahang",Temerloh,Pahang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.577356,ZUS COFFEE TEMERLOH
3504,ZUSPRESSO  M SDN BHD  1340330-X,ZUS COFFEE,Halal,"NO. 32, TINGKAT BAWAH  JALAN SENTRAL TRIANG 06 28300, Bera Pahang",Dan Lain-lain (dll),Pahang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20210622-202530&type=P,PE,PE,2024-12-30 11:17:12.577498,ZUS COFFEE TRIANG SENTRAL
3505,A&W MALAYSIA SDN BHD,A&W,Halal,"182-LG-03, 1ST AVENUE, JALAN MEGAZINE, SUBANG JAYA, 10300, Seberang Perai Selatan Pulau Pinang",Perai,Pulau Pinang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20050613-180717&type=P,PE,PE,2024-12-30 11:17:13.632479,A&W 1ST AVENUE
3506,A&W MALAYSIA SDN BHD,A&W,Halal,"LOT NO LG-03, 1ST AVENUE, JALAN MEGAZINE 10300, Seberang Perai Selatan Pulau Pinang",Perai,Pulau Pinang,31/12/2024,directory/slm_viewdetail.php?comp_code=COMP-20050613-180717&type=P,PE,PE,2024-12-30 11:17:13.632642,A&W 1ST AVENUE
3507,A&W MALAYSIA SDN BHD,,Halal,"752, PESIARAN CASSIA BARAT 8, BANDAR CASSIA  14110, Seberang Perai Selatan Pulau Pinang",Perai,Pulau Pinang,15/07/2025,directory/slm_viewdetail.php?comp_code=COMP-20050613-180717&type=P,PE,PE,2024-12-30 11:17:13.632788,A&W BATU KAWAN DT
3508,A&W MALAYSIA SDN BHD,A&W,Halal,"NO 526-G-03 PENANG HILL LOWER STATION Jalan Keretapi Stesen Bukit Bendera 11500, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,31/12/2024,directory/slm_viewdetail.php?comp_code=COMP-20050613-180717&type=P,PE,PE,2024-12-30 11:17:13.632946,A&W PENANG HILL
3509,A&W MALAYSIA SDN BHD,A&W,Halal,"NO 526-G-03 PENANG HILL LOWER STATION Jalan Keretapi Stesen Bukit Bendera 11500, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20050613-180717&type=P,PE,PE,2024-12-30 11:17:13.633100,A&W PENANG HILL
3510,AEON QUEENSBAY MALL AD EMPIRE RESOURCES,PAK MAT KOAY TEOW TH'NG,Halal,"LG FLOOR, FOODCOURT AEON QUEENSBAY MALL 100, Persiaran Bayan Indah, 11900, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,31/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20210428-110807&type=P,PE,PE,2024-12-30 11:17:13.633255,PAK MAT KOAY TEOW TH'NG 
3511,BAYAN BARU AD EMPIRE RESOURCES,PAK MAT KOAY TEOW TH'NG (BAYAN BARU),Halal,"GERAI 57, KOMPLEKS MAKANAN, JALAN MAYANG PASIR, 11900, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,15/12/2025,directory/slm_viewdetail.php?comp_code=COMP-20210428-110807&type=P,PE,PE,2024-12-30 11:17:13.633401,PAK MAT KOAY TEOW THNG 
3512,ADVENTIST HEALTH SERVICES  MALAYSIA SDN. BHD.,,Halal,"465 JALAN BURMA 10350, Daerah Timor Laut Pulau Pinang",Timor Laut,Pulau Pinang,31/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20070725-173236&type=P,PE,PE,2024-12-30 11:17:13.633548,ADVENTIST CAFETERIA
3513,AEON BIG  M SDN. BHD.   FORMELY KNOWN AS MAGNIFICIENT DIAGRAPH SDN. BHD.,,Halal,"1 TKT BUKIT MINYAK 9,  TAMAN BUKIT MINYAK BUKIT MERTAJAM 14000, Seberang Perai Tengah Pulau Pinang",Bukit Mertajam,Pulau Pinang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20050527-144123&type=P,PE,PE,2024-12-30 11:17:13.633705,BAKERY - AEON BIG BUKIT MINYAK
3514,AEON BIG  M SDN. BHD.   FORMELY KNOWN AS MAGNIFICIENT DIAGRAPH SDN. BHD.,,Halal,"1 TKT BUKIT MINYAK 9,  TAMAN BUKIT MINYAK BUKIT MERTAJAM 14000, Seberang Perai Tengah Pulau Pinang",Bukit Mertajam,Pulau Pinang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050527-144123&type=P,PE,PE,2024-12-30 11:17:13.633852,BAKERY - AEON BIG BUKIT MINYAK
3515,AEON BIG  M SDN. BHD.   FORMELY KNOWN AS MAGNIFICIENT DIAGRAPH SDN. BHD.,,Halal,"2929, JALAN KELISA EMAS 1, SEBERANG JAYA 13700, Seberang Perai Tengah Pulau Pinang",Perai,Pulau Pinang,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050527-144123&type=P,PE,PE,2024-12-30 11:17:13.633978,BAKERY - AEON BIG PENANG PRAI
3516,AEON BIG  M SDN. BHD.   FORMELY KNOWN AS MAGNIFICIENT DIAGRAPH SDN. BHD.,,Halal,"2929, JALAN KELISA EMAS 1, SEBERANG JAYA 13700, Seberang Perai Tengah Pulau Pinang",Perai,Pulau Pinang,31/03/2027,directory/slm_viewdetail.php?comp_code=COMP-20050527-144123&type=P,PE,PE,2024-12-30 11:17:13.634101,BAKERY - AEON BIG PENANG PRAI
3517,AEON CO.  M BHD,,Halal,"AEON BUKIT MERTAJAM, LOT NO. 30908, JALAN ROZHAN ALMA, SEBERANG PERAI TENGAH, BUKIT MERTAJAM, 14000, Seberang Perai Selatan Pulau Pinang",Bukit Mertajam,Pulau Pinang,15/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:17:13.634218,COCO CAFE - AEON BUKIT MERTAJAM
3518,AEON CO.  M BHD,,Halal,"AEON CO (M) BHD, AEON QUEENSBAY, 1F-61 Persiaran Bayan Indah Sungai Nibong 11900, Daerah Timor Laut Pulau Pinang",Timor Laut,Pulau Pinang,15/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:17:13.634357,COCO CAFE - AEON QUEENSBAY
3519,AEON CO.  M BHD,,Halal,"100-LGF, GF, 1F & 2F QUEENSBAY MALL PERSIARAN BAYAN INDAH PENANG 11900,  Tiada Maklumat Daerah Pulau Pinang",Dan Lain-lain (dll),Pulau Pinang,15/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:17:13.634493,DELICA - AEON QUEENSBAY
3520,AEON CO.  M BHD,,Halal,"100-LG, QUEENSBAY MALL PERSIARAN BAYAN INDAH (PASARAYA JUSCO) 11900, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,15/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:17:13.634629,LA BOHEME BAKERY - AEON QUEENSBAY
3521,AEON CO.  M BHD,,Halal,"LOT 30908 MUKIM 15,  Jalan Rozhan Alma 14000, Seberang Perai Tengah Pulau Pinang",Perai,Pulau Pinang,15/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:17:13.634901,LA BOHEME- AEON BUKIT MERTAJAM
3522,AEON CO.  M BHD,,Halal,"AEON BUKIT MERTAJAM STORE Lot. 30908, Jalan Rozhan, Alma 14000, Seberang Perai Tengah Pulau Pinang",Bukit Mertajam,Pulau Pinang,31/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:17:13.635059,SUSHI - AEON BUKIT MERTAJAM
3523,AG MED & TRAVEL SDN BHD,Dr G Cafe,Halal,"BATU UBAN MARINA 10400, Daerah Timor Laut Pulau Pinang",Timor Laut,Pulau Pinang,30/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230705-155756&type=P,PE,PE,2024-12-30 11:17:13.635187,CAFE DR. G
3524,AG MED & TRAVEL SDN BHD,Dr G Cafe,Halal,"BATU UBAN MARINA 11700, Daerah Timor Laut Pulau Pinang",Timor Laut,Pulau Pinang,30/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230705-155756&type=P,PE,PE,2024-12-30 11:17:13.635316,CAFE DR. G
3525,AG MED & TRAVEL SDN BHD,Dr G Cafe,Halal,"BATU UBAN MARINA 10400, Daerah Timor Laut Pulau Pinang",Timor Laut,Pulau Pinang,30/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20230705-155756&type=P,PE,PE,2024-12-30 11:17:14.842486,CAFE DR. G
3526,AKOOF FOOD AND BEVERAGE SDN. BHD.,,Halal,"70-01-83 D'PIAZZA MALL JALAN MAHSURI 11950, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20190625-201849&type=P,PE,PE,2024-12-30 11:17:14.842662,AKOOF MULTICUISINE RESTAURANT
3527,AL ABRAR ENTERPRISE ,AL ABRAR CAFE,Halal,"TAMAN PUTRI GUNUNG SIMPANG AMPAT 14120, Seberang Perai Selatan Pulau Pinang",Perai,Pulau Pinang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20190303-203916&type=P,PE,PE,2024-12-30 11:17:14.842820,KANTIN SMK TASEK TMN PUTRI GUNUNG
3528,CAMPUS 2 ALFRESCO DELIGHT SENDIRIAN BERHAD,,Halal,"PLOT 92, ZON PERINDUSTRIAN BEBAS FASA 2 KAWASAN PERINDUSTRIAN BAYAN LEPAS 11900, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,31/01/2025,directory/slm_viewdetail.php?comp_code=COMP-20141219-135552&type=P,PE,PE,2024-12-30 11:17:14.842982,"B10, B. BRAUN MEDICAL INDUSTRIES SDN BHD "
3529,ALFRESCO DELIGHT SENDIRIAN BERHAD,,Halal,"720, PERSIARAN CASSIA SELATAN 1 KAWASAN PERINDUSTRIAN BATU KAWAN 14100, Seberang Perai Selatan Pulau Pinang",Perai,Pulau Pinang,31/05/2025,directory/slm_viewdetail.php?comp_code=COMP-20141219-135552&type=P,PE,PE,2024-12-30 11:17:14.843132,VAT MANUFACTURING MALAYSIA SDN BHD
3530,M SDN. BHD.  PT APOLLO RESIDENCY SDN. BHD,BENCHMARK ELECTRONICS (M) SDN. BHD. (PT),Halal,"PLOT 17A& B TECHNOPLEX,  MEDAN BAYAN LEPAS  PHASE IV, BAYAN LEPAS 11900, Daerah Barat Daya Pulau Pinang",Barat Daya,Pulau Pinang,15/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20240208-151915&type=P,PE,PE,2024-12-30 11:17:14.843297,BENCHMARK ELECTRONICS 
3531,ASPG F&B SDN. BHD.,Temp. Cafe,Halal,"29-G & 31-G, JALAN VERVEA 9, VERVEA, 14100, Seberang Perai Selatan Pulau Pinang",Perai,Pulau Pinang,15/05/2026,directory/slm_viewdetail.php?comp_code=COMP-20230330-222840&type=P,PE,PE,2024-12-30 11:17:14.843447,TEMP COFFEE DINE PASTRY
3532,AUNTY SUE CHICKEN RICE HOUSE,AUNTY SUE CHICKEN RICE HOUSE,Halal,"NO 10 GROUND FLOOR, JALAN SEPADU JAYA 1, TAMAN SEPADU JAYA 1, TAMAN SEPADU JAYA 13300, Seberang Perai Utara Pulau Pinang",Perai,Pulau Pinang,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20240901-165135&type=P,PE,PE,2024-12-30 11:17:14.843677,AUNTY SUE CHICKEN RICE HOUSE
